Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Gene stable ID
ENSG00000273572	53841	CDHR5	ENSG00000273572
ENSG00000274144	26121	PRPF31	ENSG00000274144
ENSG00000274405	10407	SPAG11B	ENSG00000274405
ENSG00000274796	79042	TSEN34	ENSG00000274796
ENSG00000274626	6203	RPS9	ENSG00000274626
ENSG00000274941	4849	CNOT3	ENSG00000274941
ENSG00000277006	503618	DEFB104B	ENSG00000277006
ENSG00000237462	5987	TRIM27	ENSG00000237462
ENSG00000277615	4849	CNOT3	ENSG00000277615
ENSG00000273884	11026	LILRA3	ENSG00000273884
ENSG00000275794	503841	DEFB106B	ENSG00000275794
ENSG00000274729	245908	DEFB105B	ENSG00000274729
ENSG00000274729	504180	DEFB105B	ENSG00000274729
ENSG00000276219	163223	ZNF676	ENSG00000276219
ENSG00000277530	245910	DEFB107B	ENSG00000277530
ENSG00000277530	503614	DEFB107B	ENSG00000277530
ENSG00000235589	282890	ZNF311	ENSG00000235589
ENSG00000274540	100131608	PRR23D1	ENSG00000274540
ENSG00000274540	100133251	PRR23D1	ENSG00000274540
ENSG00000275272	91746	YTHDC1	ENSG00000275272
ENSG00000279552	100287226	ZNF729	ENSG00000279552
ENSG00000234411	414760	HCG14	ENSG00000234411
ENSG00000274953	284415	VSTM1	ENSG00000274953
ENSG00000234495	5987	TRIM27	ENSG00000234495
ENSG00000278355	353514	LILRA5	ENSG00000278355
ENSG00000276628	79165	LENG1	ENSG00000276628
ENSG00000228652	26692	OR2W1	ENSG00000228652
ENSG00000274905	147798	TMC4	ENSG00000274905
ENSG00000274887	284415	VSTM1	ENSG00000274887
ENSG00000278257	79165	LENG1	ENSG00000278257
ENSG00000231319	442184	OR2B3	ENSG00000231319
ENSG00000225441	442185	OR2J1	ENSG00000225441
ENSG00000233636	442186	OR2J3	ENSG00000233636
ENSG00000278363	147798	TMC4	ENSG00000278363
ENSG00000226347	26707	OR2J2	ENSG00000226347
ENSG00000225188	101929006		ENSG00000225188
ENSG00000278519	79143	MBOAT7	ENSG00000278519
ENSG00000227178	101929006		ENSG00000227178
ENSG00000282185	5799	PTPRN2	ENSG00000282185
ENSG00000234100	442191	OR14J1	ENSG00000234100
ENSG00000243441	81696	OR5V1	ENSG00000243441
ENSG00000224487	81797	OR12D3	ENSG00000224487
ENSG00000233481	26529	OR12D2	ENSG00000233481
ENSG00000248182	26530	OR12D1	ENSG00000248182
ENSG00000274194	79143	MBOAT7	ENSG00000274194
ENSG00000274078	79042	TSEN34	ENSG00000274078
ENSG00000237258	26531	OR11A1	ENSG00000237258
ENSG00000276798	23547	LILRA4	ENSG00000276798
ENSG00000232397	442194	OR10C1	ENSG00000232397
ENSG00000274473	6343	SCT	ENSG00000274473
ENSG00000276825	1815	DRD4	ENSG00000276825
ENSG00000224395	26716	OR2H1	ENSG00000224395
ENSG00000277359	6203	RPS9	ENSG00000277359
ENSG00000282712	10522	DEAF1	ENSG00000282712
ENSG00000278712	79042	TSEN34	ENSG00000278712
ENSG00000228377	116511	MAS1L	ENSG00000228377
ENSG00000225351	282890	ZNF311	ENSG00000225351
ENSG00000275246	727910	TLCD2	ENSG00000275246
ENSG00000276163	3903	LAIR1	ENSG00000276163
ENSG00000228370	105375009	LINC02829	ENSG00000228370
ENSG00000225426	100507362	LINC01015	ENSG00000225426
ENSG00000275123	441864	TARM1	ENSG00000275123
ENSG00000277079	6203	RPS9	ENSG00000277079
ENSG00000275583	100132285		ENSG00000275583
ENSG00000282800	84981	MIR22HG	ENSG00000282800
ENSG00000274362	408029	CDRT15P3	ENSG00000274362
ENSG00000275806	441864	TARM1	ENSG00000275806
ENSG00000275551	126014	OSCAR	ENSG00000275551
ENSG00000237051	2550	GABBR1	ENSG00000237051
ENSG00000274058	28983	TMPRSS11E	ENSG00000274058
ENSG00000277088	126014	OSCAR	ENSG00000277088
ENSG00000226463	26692	OR2W1	ENSG00000226463
ENSG00000233054	442184	OR2B3	ENSG00000233054
ENSG00000234305	442185	OR2J1	ENSG00000234305
ENSG00000226271	442186	OR2J3	ENSG00000226271
ENSG00000277177	79168	LILRA6	ENSG00000277177
ENSG00000225550	26707	OR2J2	ENSG00000225550
ENSG00000226799	101929006		ENSG00000226799
ENSG00000237690	101929006		ENSG00000237690
ENSG00000236927	442191	OR14J1	ENSG00000236927
ENSG00000242289	81696	OR5V1	ENSG00000242289
ENSG00000232289	26531	OR11A1	ENSG00000232289
ENSG00000281484	10950	BTG3	ENSG00000281484
ENSG00000275724	4696	NDUFA3	ENSG00000275724
ENSG00000230505	442194	OR10C1	ENSG00000230505
ENSG00000277132	7366	UGT2B15	ENSG00000277132
ENSG00000275605	4696	NDUFA3	ENSG00000275605
ENSG00000273833	29844	TFPT	ENSG00000273833
ENSG00000278161	29844	TFPT	ENSG00000278161
ENSG00000229181	81797	OR12D3	ENSG00000229181
ENSG00000276021	124997	WDR81	ENSG00000276021
ENSG00000229125	26716	OR2H1	ENSG00000229125
ENSG00000281317	110806272	BTG3-AS1	ENSG00000281317
ENSG00000277953	26121	PRPF31	ENSG00000277953
ENSG00000277707	26121	PRPF31	ENSG00000277707
ENSG00000275190	7365	UGT2B10	ENSG00000275190
ENSG00000234954	116511	MAS1L	ENSG00000234954
ENSG00000224753	105375009	LINC02829	ENSG00000224753
ENSG00000235788	100507362	LINC01015	ENSG00000235788
ENSG00000278216	79799	UGT2A3	ENSG00000278216
ENSG00000273943	4849	CNOT3	ENSG00000273943
ENSG00000274616	4849	CNOT3	ENSG00000274616
ENSG00000232569	2550	GABBR1	ENSG00000232569
ENSG00000274412	3803	KIR2DL2	ENSG00000274412
ENSG00000281308	101929773	UGT2B27P	ENSG00000281308
ENSG00000275330	284415	VSTM1	ENSG00000275330
ENSG00000278426	79165	LENG1	ENSG00000278426
ENSG00000277667	147798	TMC4	ENSG00000277667
ENSG00000276363	284415	VSTM1	ENSG00000276363
ENSG00000278516	79165	LENG1	ENSG00000278516
ENSG00000281185	257202	GPX6	ENSG00000281185
ENSG00000257770	2880	GPX5	ENSG00000257770
ENSG00000274384	147798	TMC4	ENSG00000274384
ENSG00000277923	79143	MBOAT7	ENSG00000277923
ENSG00000276838	5345	SERPINF2	ENSG00000276838
ENSG00000274921	3809	KIR2DS4	ENSG00000274921
ENSG00000248496	114821	ZBED9	ENSG00000248496
ENSG00000282461	100507642		ENSG00000282461
ENSG00000249032	387055	LINC00533	ENSG00000249032
ENSG00000273896	79042	TSEN34	ENSG00000273896
ENSG00000275196	3802	KIR2DL1	ENSG00000275196
ENSG00000280540	101927931	LINC01480	ENSG00000280540
ENSG00000282309	105375115		ENSG00000282309
ENSG00000278565	90273	CEACAM21	ENSG00000278565
ENSG00000282147	56975	FAM20C	ENSG00000282147
ENSG00000230004	414760	HCG14	ENSG00000230004
ENSG00000237071	5987	TRIM27	ENSG00000237071
ENSG00000276979	3805	KIR2DL4	ENSG00000276979
ENSG00000276604	441864	TARM1	ENSG00000276604
ENSG00000237010	414760	HCG14	ENSG00000237010
ENSG00000274005	6203	RPS9	ENSG00000274005
ENSG00000273511	126014	OSCAR	ENSG00000273511
ENSG00000229006	5987	TRIM27	ENSG00000229006
ENSG00000276145	441864	TARM1	ENSG00000276145
ENSG00000276982	126014	OSCAR	ENSG00000276982
ENSG00000274109	440563	HNRNPCL2	ENSG00000274109
ENSG00000273911	3812	KIR3DL2	ENSG00000273911
ENSG00000273506	9437	NCR1	ENSG00000273506
ENSG00000275962	284415	VSTM1	ENSG00000275962
ENSG00000276299	441873	PRAMEF25	ENSG00000276299
ENSG00000276299	645359	PRAMEF25	ENSG00000276299
ENSG00000282307	5176	SERPINF1	ENSG00000282307
ENSG00000276572	115653	KIR3DL3	ENSG00000276572
ENSG00000273865	101060301	HNRNPCL4	ENSG00000273865
ENSG00000276342	388021	TMEM179	ENSG00000276342
ENSG00000281573	343070		ENSG00000281573
ENSG00000273592	79143	MBOAT7	ENSG00000273592
ENSG00000274131	1089	CEACAM4	ENSG00000274131
ENSG00000274126	400258	C14orf180	ENSG00000274126
ENSG00000277853	391003	PRAMEF18	ENSG00000277853
ENSG00000277853	653606	PRAMEF18	ENSG00000277853
ENSG00000274359	4696	NDUFA3	ENSG00000274359
ENSG00000277179	199713	NLRP7	ENSG00000277179
ENSG00000274073	29844	TFPT	ENSG00000274073
ENSG00000276420	343068	PRAMEF5	ENSG00000276420
ENSG00000273642	4696	NDUFA3	ENSG00000273642
ENSG00000275086	29844	TFPT	ENSG00000275086
ENSG00000280501	1087	CEACAM7	ENSG00000280501
ENSG00000277154	26121	PRPF31	ENSG00000277154
ENSG00000275658	3804	KIR2DL3	ENSG00000275658
ENSG00000274894	26121	PRPF31	ENSG00000274894
ENSG00000278021	391002	PRAMEF8	ENSG00000278021
ENSG00000276159	284415	VSTM1	ENSG00000276159
ENSG00000223687	282890	ZNF311	ENSG00000223687
ENSG00000276370	645382	PRAMEF33	ENSG00000276370
ENSG00000233831	282890	ZNF311	ENSG00000233831
ENSG00000274638	55655	NLRP2	ENSG00000274638
ENSG00000276387	3802	KIR2DS1	ENSG00000276387
ENSG00000234101	26692	OR2W1	ENSG00000234101
ENSG00000280513	101928971		ENSG00000280513
ENSG00000227639	26692	OR2W1	ENSG00000227639
ENSG00000275434	3813	KIR3DS1	ENSG00000275434
ENSG00000276082	4849	CNOT3	ENSG00000276082
ENSG00000233180	442184	OR2B3	ENSG00000233180
ENSG00000226832	442184	OR2B3	ENSG00000226832
ENSG00000277114	4849	CNOT3	ENSG00000277114
ENSG00000281787	728339	FRG1-DT	ENSG00000281787
ENSG00000234804	442185	OR2J1	ENSG00000234804
ENSG00000235632	442185	OR2J1	ENSG00000235632
ENSG00000232178	442186	OR2J3	ENSG00000232178
ENSG00000233618	442186	OR2J3	ENSG00000233618
ENSG00000278670	51206	GP6	ENSG00000278670
ENSG00000281377	105377617		ENSG00000281377
ENSG00000226000	26707	OR2J2	ENSG00000226000
ENSG00000231676	26707	OR2J2	ENSG00000231676
ENSG00000230089	101929006		ENSG00000230089
ENSG00000233950	101929006		ENSG00000233950
ENSG00000232146	101929006		ENSG00000232146
ENSG00000234195	442191	OR14J1	ENSG00000234195
ENSG00000231279	101929006		ENSG00000231279
ENSG00000227137	81696	OR5V1	ENSG00000227137
ENSG00000225291	442191	OR14J1	ENSG00000225291
ENSG00000250364	81797	OR12D3	ENSG00000250364
ENSG00000233046	81696	OR5V1	ENSG00000233046
ENSG00000276355	441864	TARM1	ENSG00000276355
ENSG00000262145	91419	ATP23	ENSG00000262145
ENSG00000225247	26529	OR12D2	ENSG00000225247
ENSG00000251394	81797	OR12D3	ENSG00000251394
ENSG00000250294	26530	OR12D1	ENSG00000250294
ENSG00000223898	26531	OR11A1	ENSG00000223898
ENSG00000235966	26529	OR12D2	ENSG00000235966
ENSG00000276341	112724	RDH13	ENSG00000276341
ENSG00000249030	26530	OR12D1	ENSG00000249030
ENSG00000230780	26531	OR11A1	ENSG00000230780
ENSG00000275736	126014	OSCAR	ENSG00000275736
ENSG00000235441	442194	OR10C1	ENSG00000235441
ENSG00000275935	79165	LENG1	ENSG00000275935
ENSG00000274129	79042	TSEN34	ENSG00000274129
ENSG00000274873	147798	TMC4	ENSG00000274873
ENSG00000229408	26716	OR2H1	ENSG00000229408
ENSG00000224234	442194	OR10C1	ENSG00000224234
ENSG00000282291	201266	SLC39A11	ENSG00000282291
ENSG00000273579	150248	C22orf15	ENSG00000273579
ENSG00000277361	4948	OCA2	ENSG00000277361
ENSG00000235132	26716	OR2H1	ENSG00000235132
ENSG00000262201	105369785	LINC02403	ENSG00000262201
ENSG00000274889	441864	TARM1	ENSG00000274889
ENSG00000274703	126014	OSCAR	ENSG00000274703
ENSG00000277808	79165	LENG1	ENSG00000277808
ENSG00000273607	400916	CHCHD10	ENSG00000273607
ENSG00000277025	79143	MBOAT7	ENSG00000277025
ENSG00000237284	116511	MAS1L	ENSG00000237284
ENSG00000225432	105375009	LINC02829	ENSG00000225432
ENSG00000274143	57292	KIR2DL5A	ENSG00000274143
ENSG00000229383	100507362	LINC01015	ENSG00000229383
ENSG00000282076	3784	KCNQ1	ENSG00000282076
ENSG00000277789	147798	TMC4	ENSG00000277789
ENSG00000275838	3812	KIR3DL2	ENSG00000275838
ENSG00000233141	116511	MAS1L	ENSG00000233141
ENSG00000275365	4320	MMP11	ENSG00000275365
ENSG00000274672	79042	TSEN34	ENSG00000274672
ENSG00000236561	4340	MOG	ENSG00000236561
ENSG00000232652	105375009	LINC02829	ENSG00000232652
ENSG00000230674	100507362	LINC01015	ENSG00000230674
ENSG00000282343	338653	KCNQ1-AS1	ENSG00000282343
ENSG00000278608	256691	MAMDC2	ENSG00000278608
ENSG00000228913	10537	UBD	ENSG00000228913
ENSG00000278855	55539	KCNQ1DN	ENSG00000278855
ENSG00000262327	55750	AGK	ENSG00000262327
ENSG00000273707	1028	CDKN1C	ENSG00000273707
ENSG00000275323	6203	RPS9	ENSG00000275323
ENSG00000278365	4696	NDUFA3	ENSG00000278365
ENSG00000232632	2550	GABBR1	ENSG00000232632
ENSG00000276296	29844	TFPT	ENSG00000276296
ENSG00000274950	6203	RPS9	ENSG00000274950
ENSG00000274739	3808	KIR2DS3	ENSG00000274739
ENSG00000276421	26121	PRPF31	ENSG00000276421
ENSG00000276875	115653	KIR3DL3	ENSG00000276875
ENSG00000278120	3806	KIR2DS1	ENSG00000278120
ENSG00000278707	3812	KIR3DL2	ENSG00000278707
ENSG00000276802	8924	HERC2	ENSG00000276802
ENSG00000262599	57189	DENND11	ENSG00000262599
ENSG00000277800	50945	TBX22	ENSG00000277800
ENSG00000236835	414760	HCG14	ENSG00000236835
ENSG00000233948	5987	TRIM27	ENSG00000233948
ENSG00000276130	5002	SLC22A18	ENSG00000276130
ENSG00000275837	6598	SMARCB1	ENSG00000275837
ENSG00000282075	100507642		ENSG00000282075
ENSG00000261994	285962		ENSG00000261994
ENSG00000281349	105375115		ENSG00000281349
ENSG00000275979	4849	CNOT3	ENSG00000275979
ENSG00000281429	56975	FAM20C	ENSG00000281429
ENSG00000282475	645202		ENSG00000282475
ENSG00000278310	100132565	GOLGA8F	ENSG00000278310
ENSG00000276061	4696	NDUFA3	ENSG00000276061
ENSG00000273326	50837	TAS2R7	ENSG00000273326
ENSG00000228977	26692	OR2W1	ENSG00000228977
ENSG00000272712	50836	TAS2R8	ENSG00000272712
ENSG00000224654	10537	UBD	ENSG00000224654
ENSG00000273916	9437	NCR1	ENSG00000273916
ENSG00000233687	442184	OR2B3	ENSG00000233687
ENSG00000273086	50835	TAS2R9	ENSG00000273086
ENSG00000276935	79143	MBOAT7	ENSG00000276935
ENSG00000226931	442185	OR2J1	ENSG00000226931
ENSG00000263247	5554	PRR4	ENSG00000263247
ENSG00000263247	11272	PRR4	ENSG00000263247
ENSG00000230855	442186	OR2J3	ENSG00000230855
ENSG00000265663	692092	SNORD32B	ENSG00000265663
ENSG00000275921	3806		ENSG00000275921
ENSG00000196231	26707	OR2J2	ENSG00000196231
ENSG00000275019	11025	LILRB3	ENSG00000275019
ENSG00000275019	102725035	LILRB3	ENSG00000275019
ENSG00000275019	107987425	LILRB3	ENSG00000275019
ENSG00000275019	107987462	LILRB3	ENSG00000275019
ENSG00000227044	7932	OR2H2	ENSG00000227044
ENSG00000224633	101929006		ENSG00000224633
ENSG00000263042	494551	WEE2	ENSG00000263042
ENSG00000112459	442191	OR14J1	ENSG00000112459
ENSG00000274311	10990	LILRB5	ENSG00000274311
ENSG00000230885	4340	MOG	ENSG00000230885
ENSG00000112461	81696	OR5V1	ENSG00000112461
ENSG00000277457	79165	LENG1	ENSG00000277457
ENSG00000277996	147798	TMC4	ENSG00000277996
ENSG00000204692	81797	OR12D3	ENSG00000204692
ENSG00000262771	6742	SSBP1	ENSG00000262771
ENSG00000204690	26529	OR12D2	ENSG00000204690
ENSG00000277090	283768	GOLGA8G	ENSG00000277090
ENSG00000277071	199713	NLRP7	ENSG00000277071
ENSG00000249571	26530	OR12D1	ENSG00000249571
ENSG00000206472	26531	OR11A1	ENSG00000206472
ENSG00000204689	442194	OR10C1	ENSG00000204689
ENSG00000278415	2204	FCAR	ENSG00000278415
ENSG00000277733	79143	MBOAT7	ENSG00000277733
ENSG00000206471	26716	OR2H1	ENSG00000206471
ENSG00000277709	3812	KIR3DL2	ENSG00000277709
ENSG00000274538	7262	PHLDA2	ENSG00000274538
ENSG00000277629	9437	NCR1	ENSG00000277629
ENSG00000275165	79042	TSEN34	ENSG00000275165
ENSG00000272805	50839	TAS2R10	ENSG00000272805
ENSG00000273562	4676	NAP1L4	ENSG00000273562
ENSG00000278789	55655	NLRP2	ENSG00000278789
ENSG00000206470	116511	MAS1L	ENSG00000206470
ENSG00000274437	91319	DERL3	ENSG00000274437
ENSG00000227886	105375009	LINC02829	ENSG00000227886
ENSG00000273457	50838	TAS2R13	ENSG00000273457
ENSG00000233857	100507362	LINC01015	ENSG00000233857
ENSG00000272803	5555	PRH2	ENSG00000272803
ENSG00000276836	201176	ARHGAP27	ENSG00000276836
ENSG00000278081	6203	RPS9	ENSG00000278081
ENSG00000282637	9020	MAP3K14	ENSG00000282637
ENSG00000276504	29844	TFPT	ENSG00000276504
ENSG00000206466	2550	GABBR1	ENSG00000206466
ENSG00000276907	201176	ARHGAP27	ENSG00000276907
ENSG00000276804	199713	NLRP7	ENSG00000276804
ENSG00000282444	100132202		ENSG00000282444
ENSG00000274050	51206	GP6	ENSG00000274050
ENSG00000282417	440248	HERC2P9	ENSG00000282417
ENSG00000261984	50840	TAS2R14	ENSG00000261984
ENSG00000261984	106707243	TAS2R14	ENSG00000261984
ENSG00000274533	3809	KIR2DS4	ENSG00000274533
ENSG00000278622	79042	TSEN34	ENSG00000278622
ENSG00000282735	9710	GARRE1	ENSG00000282735
ENSG00000273431	259296	TAS2R50	ENSG00000273431
ENSG00000282594	731779	LINC01300	ENSG00000282594
ENSG00000273092	259295	TAS2R20	ENSG00000273092
ENSG00000282019	2821	GPI	ENSG00000282019
ENSG00000278186	653720	GOLGA8M	ENSG00000278186
ENSG00000263028	259294	TAS2R19	ENSG00000263028
ENSG00000276739	3812	KIR3DL2	ENSG00000276739
ENSG00000275181	2843	GPR20	ENSG00000275181
ENSG00000263097	259290	TAS2R31	ENSG00000263097
ENSG00000262525	259292	TAS2R46	ENSG00000262525
ENSG00000262612	259289	TAS2R43	ENSG00000262612
ENSG00000262612	259291	TAS2R43	ENSG00000262612
ENSG00000282648	100289656		ENSG00000282648
ENSG00000275575	11156	PTP4A3	ENSG00000275575
ENSG00000278362	9437	NCR1	ENSG00000278362
ENSG00000261936	259291	TAS2R45	ENSG00000261936
ENSG00000275843	55655	NLRP2	ENSG00000275843
ENSG00000262111	259293	TAS2R30	ENSG00000262111
ENSG00000274504	112724	RDH13	ENSG00000274504
ENSG00000226898	10537	UBD	ENSG00000226898
ENSG00000262986	100129361	SMIM10L1	ENSG00000262986
ENSG00000276495	321	APBA2	ENSG00000276495
ENSG00000275744	66035	SLC2A11	ENSG00000275744
ENSG00000265634	692092	SNORD32B	ENSG00000265634
ENSG00000224319	7932	OR2H2	ENSG00000224319
ENSG00000275885	26121	PRPF31	ENSG00000275885
ENSG00000276065	51206	GP6	ENSG00000276065
ENSG00000234096	4340	MOG	ENSG00000234096
ENSG00000282181	389690	MROH5	ENSG00000282181
ENSG00000274646	6203	RPS9	ENSG00000274646
ENSG00000227559	414760	HCG14	ENSG00000227559
ENSG00000215641	5987	TRIM27	ENSG00000215641
ENSG00000274513	10288	LILRB2	ENSG00000274513
ENSG00000273944	112724	RDH13	ENSG00000273944
ENSG00000235178	282890	ZNF311	ENSG00000235178
ENSG00000282379	113878	DTX2	ENSG00000282379
ENSG00000276497	320	APBA1	ENSG00000276497
ENSG00000229328	26692	OR2W1	ENSG00000229328
ENSG00000225736	442184	OR2B3	ENSG00000225736
ENSG00000226192	442185	OR2J1	ENSG00000226192
ENSG00000229866	442186	OR2J3	ENSG00000229866
ENSG00000234669	346171	ZFP57	ENSG00000234669
ENSG00000232945	26707	OR2J2	ENSG00000232945
ENSG00000235273	101929006		ENSG00000235273
ENSG00000232469	101929006		ENSG00000232469
ENSG00000229698	3134	HLA-F	ENSG00000229698
ENSG00000237777	442191	OR14J1	ENSG00000237777
ENSG00000276184	105375355	UPK3B	ENSG00000276184
ENSG00000242022	81797	OR12D3	ENSG00000242022
ENSG00000227446	26529	OR12D2	ENSG00000227446
ENSG00000249103	26530	OR12D1	ENSG00000249103
ENSG00000169260	282890	ZNF311	ENSG00000169260
ENSG00000230742	81696	OR5V1	ENSG00000230742
ENSG00000273564	23359	FAM189A1	ENSG00000273564
ENSG00000234347	26531	OR11A1	ENSG00000234347
ENSG00000277824	9437	NCR1	ENSG00000277824
ENSG00000277816	11025	LILRB3	ENSG00000277816
ENSG00000277816	102725035	LILRB3	ENSG00000277816
ENSG00000277816	107987425	LILRB3	ENSG00000277816
ENSG00000277816	107987462	LILRB3	ENSG00000277816
ENSG00000229412	442194	OR10C1	ENSG00000229412
ENSG00000274174	199713	NLRP7	ENSG00000274174
ENSG00000232984	26716	OR2H1	ENSG00000232984
ENSG00000206525	26692	OR2W1	ENSG00000206525
ENSG00000277111	9842	PLEKHM1	ENSG00000277111
ENSG00000206524	442184	OR2B3	ENSG00000206524
ENSG00000281950	285955	SPDYE16	ENSG00000281950
ENSG00000281950	102723555	SPDYE16	ENSG00000281950
ENSG00000206523	442185	OR2J1	ENSG00000206523
ENSG00000276358	9842	PLEKHM1	ENSG00000276358
ENSG00000206522	442186	OR2J3	ENSG00000206522
ENSG00000282130	56160	NSMCE3	ENSG00000282130
ENSG00000262446	2629	GBA	ENSG00000262446
ENSG00000234746	26707	OR2J2	ENSG00000234746
ENSG00000277401	7082	TJP1	ENSG00000277401
ENSG00000275539	79168	LILRA6	ENSG00000275539
ENSG00000277776	199713	NLRP7	ENSG00000277776
ENSG00000228515	116511	MAS1L	ENSG00000228515
ENSG00000282254	100133091		ENSG00000282254
ENSG00000251547	26530	OR12D1	ENSG00000251547
ENSG00000240130	81696	OR5V1	ENSG00000240130
ENSG00000232356	105375009	LINC02829	ENSG00000232356
ENSG00000206517	26531	OR11A1	ENSG00000206517
ENSG00000224446	100507362	LINC01015	ENSG00000224446
ENSG00000276464	22932	POMZP3	ENSG00000276464
ENSG00000220550	442194	OR10C1	ENSG00000220550
ENSG00000278046	11026	LILRA3	ENSG00000278046
ENSG00000206516	26716	OR2H1	ENSG00000206516
ENSG00000237112	2550	GABBR1	ENSG00000237112
ENSG00000274726	9639	ARHGEF10	ENSG00000274726
ENSG00000275796	55655	NLRP2	ENSG00000275796
ENSG00000277600	4849	CNOT3	ENSG00000277600
ENSG00000206515	116511	MAS1L	ENSG00000206515
ENSG00000275399	55655	NLRP2	ENSG00000275399
ENSG00000232902	105375009	LINC02829	ENSG00000232902
ENSG00000282813	83787	ARMC10	ENSG00000282813
ENSG00000226687	100507362	LINC01015	ENSG00000226687
ENSG00000275633	51206	GP6	ENSG00000275633
ENSG00000274332	474170	LRRC37A2	ENSG00000274332
ENSG00000206511	2550	GABBR1	ENSG00000206511
ENSG00000275404	353514	LILRA5	ENSG00000275404
ENSG00000230545	285830	HLA-F-AS1	ENSG00000230545
ENSG00000232099	346171	ZFP57	ENSG00000232099
ENSG00000274566	51206	GP6	ENSG00000274566
ENSG00000229529	352962	HLA-V	ENSG00000229529
ENSG00000282171	147081		ENSG00000282171
ENSG00000237508	3134	HLA-F	ENSG00000237508
ENSG00000277730	653486	SCGB1C2	ENSG00000277730
ENSG00000282283	79948	PLPPR3	ENSG00000282283
ENSG00000278624	566	AZU1	ENSG00000278624
ENSG00000273525	677833	SNORA54	ENSG00000273525
ENSG00000276826	112724	RDH13	ENSG00000276826
ENSG00000272670	8447	DOC2B	ENSG00000272670
ENSG00000282456	1394	LINC02210-CRHR1	ENSG00000282456
ENSG00000282456	104909134	LINC02210-CRHR1	ENSG00000282456
ENSG00000275723	222236	NAPEPLD	ENSG00000275723
ENSG00000278191	833	CARS1	ENSG00000278191
ENSG00000233095	3135	HLA-G	ENSG00000233095
ENSG00000276191	1394	CRHR1	ENSG00000276191
ENSG00000276191	104909134	CRHR1	ENSG00000276191
ENSG00000274185	23547	LILRA4	ENSG00000274185
ENSG00000275474	112724	RDH13	ENSG00000275474
ENSG00000277804	5657	PRTN3	ENSG00000277804
ENSG00000262334	9501	RPH3AL	ENSG00000262334
ENSG00000278461	92259	MRPS36	ENSG00000278461
ENSG00000282077	197135	PATL2	ENSG00000282077
ENSG00000273686	567	B2M	ENSG00000273686
ENSG00000277273	1022	CDK7	ENSG00000277273
ENSG00000278154	3903	LAIR1	ENSG00000278154
ENSG00000277571	1991	ELANE	ENSG00000277571
ENSG00000273991	10990	LILRB5	ENSG00000273991
ENSG00000275748	51326	ARL17B	ENSG00000275748
ENSG00000275748	100506084	ARL17B	ENSG00000275748
ENSG00000275748	100996709	ARL17B	ENSG00000275748
ENSG00000274619	1675	CFD	ENSG00000274619
ENSG00000262666	10712	FAM189B	ENSG00000262666
ENSG00000282026	349152	DPY19L2P2	ENSG00000282026
ENSG00000278119	653073	GOLGA8J	ENSG00000278119
ENSG00000262139	121601	ANO4	ENSG00000262139
ENSG00000226378	285830	HLA-F-AS1	ENSG00000226378
ENSG00000282092	10025	MED16	ENSG00000282092
ENSG00000276959	79165	LENG1	ENSG00000276959
ENSG00000275917	89832	CHRFAM7A	ENSG00000275917
ENSG00000262217	160728	SLC5A8	ENSG00000262217
ENSG00000278211	140691	TRIM69	ENSG00000278211
ENSG00000224736	352962	HLA-V	ENSG00000224736
ENSG00000273722	147798	TMC4	ENSG00000273722
ENSG00000266672	692092	SNORD32B	ENSG00000266672
ENSG00000229185	7932	OR2H2	ENSG00000229185
ENSG00000237834	4340	MOG	ENSG00000237834
ENSG00000278742	9884	LRRC37A	ENSG00000278742
ENSG00000275584	79168	LILRA6	ENSG00000275584
ENSG00000235680	3135	HLA-G	ENSG00000235680
ENSG00000227858	346171	ZFP57	ENSG00000227858
ENSG00000274734	89839		ENSG00000274734
ENSG00000206507	352962	HLA-V	ENSG00000206507
ENSG00000223980	3105	HLA-A	ENSG00000223980
ENSG00000276787	22909	FAN1	ENSG00000276787
ENSG00000278699	102724631	POTEB3	ENSG00000278699
ENSG00000276051	3135	HLA-G	ENSG00000276051
ENSG00000277086	54893	MTMR10	ENSG00000277086
ENSG00000282334	104266957		ENSG00000282334
